Time [seconds]	Counts
4.98493e+11	135
1.49548e+12	131
2.49247e+12	123
3.48945e+12	131
4.48644e+12	149
5.48343e+12	124
6.48041e+12	124
7.4774e+12	113
8.47438e+12	135
9.47137e+12	127
1.04684e+13	130
1.14653e+13	118
1.24623e+13	128
1.34593e+13	129
1.44563e+13	129
1.54533e+13	140
1.64503e+13	110
1.74473e+13	129
1.84442e+13	127
1.94412e+13	141
2.04382e+13	140
2.14352e+13	123
2.24322e+13	125
2.34292e+13	103
2.44262e+13	136
2.54232e+13	125
2.64201e+13	114
2.74171e+13	141
2.84141e+13	122
2.94111e+13	129
3.04081e+13	140
3.14051e+13	132
3.24021e+13	128
3.3399e+13	138
3.4396e+13	149
3.5393e+13	115
3.639e+13	127
3.7387e+13	147
3.8384e+13	111
3.9381e+13	131
4.03779e+13	142
4.13749e+13	138
4.23719e+13	115
4.33689e+13	128
4.43659e+13	124
4.53629e+13	132
4.63599e+13	127
4.73569e+13	144
4.83538e+13	147
4.93508e+13	139
5.03478e+13	111
5.13448e+13	134
5.23418e+13	125
5.33388e+13	119
5.43358e+13	148
5.53327e+13	137
5.63297e+13	129
5.73267e+13	129
5.83237e+13	131
5.93207e+13	129
6.03177e+13	138
6.13147e+13	134
6.23116e+13	126
6.33086e+13	145
6.43056e+13	107
6.53026e+13	143
6.62996e+13	157
6.72966e+13	127
6.82936e+13	127
6.92906e+13	131
7.02875e+13	148
7.12845e+13	132
7.22815e+13	148
7.32785e+13	136
7.42755e+13	108
7.52725e+13	111
7.62695e+13	129
7.72664e+13	118
7.82634e+13	145
7.92604e+13	134
8.02574e+13	120
8.12544e+13	130
8.22514e+13	116
8.32484e+13	138
8.42453e+13	135
8.52423e+13	134
8.62393e+13	134
8.72363e+13	140
8.82333e+13	120
8.92303e+13	138
9.02273e+13	138
9.12243e+13	117
9.22212e+13	119
9.32182e+13	133
9.42152e+13	123
9.52122e+13	144
9.62092e+13	147
9.72062e+13	126
9.82032e+13	130
9.92001e+13	128
1.00197e+14	145
1.01194e+14	121
1.02191e+14	131
1.03188e+14	119
1.04185e+14	148
1.05182e+14	140
1.06179e+14	134
1.07176e+14	139
1.08173e+14	140
1.0917e+14	128
1.10167e+14	128
1.11164e+14	118
1.12161e+14	123
1.13158e+14	126
1.14155e+14	143
1.15152e+14	132
1.16149e+14	114
1.17146e+14	136
1.18143e+14	138
1.1914e+14	124
1.20137e+14	137
1.21134e+14	131
1.22131e+14	133
1.23128e+14	128
1.24125e+14	136
1.25122e+14	112
1.26119e+14	121
1.27116e+14	123
1.28113e+14	140
1.2911e+14	119
1.30107e+14	117
1.31104e+14	128
1.32101e+14	135
1.33098e+14	134
1.34095e+14	163
1.35092e+14	115
1.36089e+14	133
1.37086e+14	137
1.38083e+14	141
1.3908e+14	131
1.40077e+14	119
1.41074e+14	121
1.42071e+14	127
1.43068e+14	123
1.44065e+14	99
1.45062e+14	118
1.46058e+14	138
1.47056e+14	142
1.48052e+14	113
1.49049e+14	139
1.50046e+14	135
1.51043e+14	118
1.5204e+14	112
1.53037e+14	133
1.54034e+14	131
1.55031e+14	154
1.56028e+14	143
1.57025e+14	127
1.58022e+14	123
1.59019e+14	132
1.60016e+14	111
1.61013e+14	126
1.6201e+14	148
1.63007e+14	133
1.64004e+14	136
1.65001e+14	136
1.65998e+14	132
1.66995e+14	112
1.67992e+14	114
1.68989e+14	123
1.69986e+14	147
1.70983e+14	139
1.7198e+14	119
1.72977e+14	134
1.73974e+14	131
1.74971e+14	129
1.75968e+14	154
1.76965e+14	124
1.77962e+14	131
1.78959e+14	120
1.79956e+14	128
1.80953e+14	148
1.8195e+14	126
1.82947e+14	144
1.83944e+14	130
1.84941e+14	134
1.85938e+14	132
1.86935e+14	139
1.87932e+14	133
1.88929e+14	139
1.89926e+14	131
1.90923e+14	128
1.9192e+14	146
1.92917e+14	140
1.93914e+14	124
1.94911e+14	133
1.95908e+14	143
1.96905e+14	132
1.97902e+14	137
1.98899e+14	112
1.99896e+14	124
2.00893e+14	137
2.0189e+14	125
2.02887e+14	129
2.03884e+14	132
2.04881e+14	151
2.05878e+14	135
2.06875e+14	150
2.07872e+14	137
2.08869e+14	131
2.09866e+14	121
2.10863e+14	127
2.1186e+14	120
2.12857e+14	113
2.13854e+14	114
2.14851e+14	120
2.15848e+14	139
2.16845e+14	133
2.17842e+14	133
2.18839e+14	126
2.19836e+14	132
2.20832e+14	137
2.21829e+14	118
2.22826e+14	130
2.23823e+14	103
2.2482e+14	113
2.25817e+14	121
2.26814e+14	133
2.27811e+14	117
2.28808e+14	136
2.29805e+14	150
2.30802e+14	97
2.31799e+14	130
2.32796e+14	150
2.33793e+14	113
2.3479e+14	131
2.35787e+14	139
2.36784e+14	137
2.37781e+14	133
2.38778e+14	116
2.39775e+14	120
2.40772e+14	140
2.41769e+14	124
2.42766e+14	135
2.43763e+14	123
2.4476e+14	137
2.45757e+14	105
2.46754e+14	130
2.47751e+14	107
2.48748e+14	118
2.49745e+14	124
2.50742e+14	150
2.51739e+14	119
2.52736e+14	122
2.53733e+14	153
2.5473e+14	145
2.55727e+14	130
2.56724e+14	137
2.57721e+14	131
2.58718e+14	125
2.59715e+14	121
2.60712e+14	123
2.61709e+14	112
2.62706e+14	126
2.63703e+14	130
2.647e+14	139
