Time [seconds]	Counts
4.98549e+11	106
1.49565e+12	91
2.49275e+12	111
3.48985e+12	109
4.48694e+12	111
5.48404e+12	112
6.48114e+12	113
7.47824e+12	114
8.47534e+12	106
9.47244e+12	115
1.04695e+13	90
1.14666e+13	94
1.24637e+13	106
1.34608e+13	109
1.44579e+13	101
1.5455e+13	90
1.64521e+13	105
1.74492e+13	112
1.84463e+13	98
1.94434e+13	106
2.04405e+13	103
2.14376e+13	97
2.24347e+13	109
2.34318e+13	101
2.44289e+13	97
2.5426e+13	115
2.64231e+13	122
2.74202e+13	102
2.84173e+13	122
2.94144e+13	83
3.04115e+13	92
3.14086e+13	98
3.24057e+13	90
3.34028e+13	88
3.43999e+13	91
3.5397e+13	92
3.63941e+13	92
3.73912e+13	100
3.83883e+13	118
3.93854e+13	94
4.03825e+13	95
4.13796e+13	81
4.23767e+13	108
4.33738e+13	98
4.43709e+13	92
4.5368e+13	109
4.63651e+13	95
4.73622e+13	106
4.83593e+13	115
4.93564e+13	119
5.03535e+13	116
5.13506e+13	122
5.23477e+13	96
5.33448e+13	85
5.43419e+13	110
5.5339e+13	103
5.63361e+13	100
5.73332e+13	100
5.83303e+13	105
5.93274e+13	108
6.03245e+13	106
6.13216e+13	105
6.23187e+13	85
6.33158e+13	114
6.43129e+13	98
6.531e+13	105
6.63071e+13	101
6.73042e+13	110
6.83013e+13	100
6.92984e+13	107
7.02955e+13	86
7.12926e+13	96
7.22897e+13	100
7.32868e+13	114
7.42839e+13	96
7.5281e+13	99
7.62781e+13	113
7.72752e+13	107
7.82723e+13	97
7.92694e+13	106
8.02665e+13	103
8.12635e+13	92
8.22607e+13	98
8.32577e+13	106
8.42549e+13	106
8.52519e+13	103
8.6249e+13	106
8.72461e+13	110
8.82432e+13	93
8.92403e+13	100
9.02374e+13	112
9.12345e+13	98
9.22316e+13	112
9.32287e+13	112
9.42258e+13	90
9.52229e+13	111
9.622e+13	113
9.72171e+13	88
9.82142e+13	88
9.92113e+13	105
1.00208e+14	98
1.01206e+14	104
1.02203e+14	101
1.032e+14	90
1.04197e+14	108
1.05194e+14	105
1.06191e+14	93
1.07188e+14	99
1.08185e+14	102
1.09182e+14	97
1.10179e+14	111
1.11177e+14	104
1.12174e+14	102
1.13171e+14	123
1.14168e+14	99
1.15165e+14	111
1.16162e+14	105
1.17159e+14	106
1.18156e+14	81
1.19153e+14	102
1.2015e+14	116
1.21148e+14	78
1.22145e+14	112
1.23142e+14	97
1.24139e+14	94
1.25136e+14	113
1.26133e+14	103
1.2713e+14	113
1.28127e+14	107
1.29124e+14	109
1.30121e+14	112
1.31118e+14	85
1.32116e+14	98
1.33113e+14	101
1.3411e+14	96
1.35107e+14	86
1.36104e+14	113
1.37101e+14	104
1.38098e+14	112
1.39095e+14	102
1.40092e+14	92
1.41089e+14	93
1.42087e+14	96
1.43084e+14	89
1.44081e+14	109
1.45078e+14	85
1.46075e+14	96
1.47072e+14	103
1.48069e+14	100
1.49066e+14	85
1.50063e+14	91
1.5106e+14	88
1.52058e+14	87
1.53055e+14	103
1.54052e+14	109
1.55049e+14	104
1.56046e+14	105
1.57043e+14	107
1.5804e+14	107
1.59037e+14	97
1.60034e+14	99
1.61031e+14	105
1.62029e+14	108
1.63026e+14	109
1.64023e+14	98
1.6502e+14	101
1.66017e+14	103
1.67014e+14	114
1.68011e+14	80
1.69008e+14	104
1.70005e+14	92
1.71002e+14	103
1.72e+14	98
1.72997e+14	103
1.73994e+14	105
1.74991e+14	112
1.75988e+14	109
1.76985e+14	93
1.77982e+14	98
1.78979e+14	99
1.79976e+14	116
1.80973e+14	112
1.81971e+14	95
1.82968e+14	102
1.83965e+14	98
1.84962e+14	107
1.85959e+14	102
1.86956e+14	114
1.87953e+14	97
1.8895e+14	93
1.89947e+14	110
1.90944e+14	101
