Time [seconds]	Counts
4.98539e+11	567
1.49562e+12	534
2.4927e+12	515
3.48978e+12	561
4.48686e+12	571
5.48393e+12	554
6.48101e+12	593
7.47809e+12	539
8.47517e+12	556
9.47225e+12	532
1.04693e+13	549
1.14664e+13	569
1.24635e+13	573
1.34606e+13	524
1.44576e+13	516
1.54547e+13	517
1.64518e+13	521
1.74489e+13	561
1.8446e+13	511
1.9443e+13	529
2.04401e+13	553
2.14372e+13	513
2.24343e+13	509
2.34314e+13	521
2.44284e+13	604
2.54255e+13	519
2.64226e+13	503
2.74197e+13	553
2.84168e+13	543
2.94138e+13	559
3.04109e+13	517
3.1408e+13	511
3.24051e+13	552
3.34021e+13	547
3.43992e+13	555
3.53963e+13	566
3.63934e+13	557
3.73905e+13	536
3.83875e+13	533
3.93846e+13	487
4.03817e+13	538
4.13788e+13	586
4.23759e+13	553
4.33729e+13	551
4.437e+13	540
4.53671e+13	547
4.63642e+13	527
4.73613e+13	534
4.83583e+13	530
4.93554e+13	551
5.03525e+13	539
5.13496e+13	541
5.23466e+13	540
5.33437e+13	501
5.43408e+13	558
5.53379e+13	540
5.6335e+13	540
5.7332e+13	541
5.83291e+13	565
5.93262e+13	568
6.03233e+13	554
6.13204e+13	516
6.23174e+13	525
6.33145e+13	558
6.43116e+13	600
6.53087e+13	533
6.63058e+13	539
6.73028e+13	531
6.82999e+13	533
6.9297e+13	546
7.02941e+13	539
7.12911e+13	561
7.22882e+13	514
7.32853e+13	531
7.42824e+13	516
7.52795e+13	526
7.62765e+13	564
7.72736e+13	516
7.82707e+13	576
7.92678e+13	553
8.02649e+13	558
8.12619e+13	561
8.2259e+13	536
8.32561e+13	573
8.42532e+13	537
8.52503e+13	548
8.62473e+13	511
8.72444e+13	510
8.82415e+13	556
8.92386e+13	545
9.02356e+13	540
9.12327e+13	561
9.22298e+13	535
9.32269e+13	561
9.4224e+13	538
9.5221e+13	536
9.62181e+13	559
9.72152e+13	522
9.82123e+13	511
9.92094e+13	525
1.00206e+14	510
1.01204e+14	523
1.02201e+14	554
1.03198e+14	535
1.04195e+14	540
1.05192e+14	538
1.06189e+14	537
1.07186e+14	566
1.08183e+14	539
1.0918e+14	523
1.10177e+14	542
1.11174e+14	527
1.12171e+14	517
1.13168e+14	557
1.14166e+14	575
1.15163e+14	510
1.1616e+14	552
1.17157e+14	522
1.18154e+14	570
1.19151e+14	516
1.20148e+14	540
1.21145e+14	558
1.22142e+14	585
1.23139e+14	557
1.24136e+14	539
1.25133e+14	500
1.2613e+14	511
1.27128e+14	541
1.28125e+14	511
1.29122e+14	493
1.30119e+14	542
1.31116e+14	559
1.32113e+14	570
1.3311e+14	560
1.34107e+14	539
1.35104e+14	550
1.36101e+14	530
1.37098e+14	513
1.38095e+14	554
1.39093e+14	541
1.4009e+14	531
1.41087e+14	559
1.42084e+14	567
1.43081e+14	565
1.44078e+14	519
1.45075e+14	519
1.46072e+14	530
1.47069e+14	508
1.48066e+14	505
1.49063e+14	541
1.5006e+14	533
1.51057e+14	539
1.52055e+14	536
1.53052e+14	505
1.54049e+14	524
1.55046e+14	527
1.56043e+14	540
1.5704e+14	548
1.58037e+14	531
1.59034e+14	527
1.60031e+14	551
1.61028e+14	580
1.62025e+14	543
1.63022e+14	526
1.64019e+14	520
1.65017e+14	540
1.66014e+14	550
1.67011e+14	524
1.68008e+14	529
1.69005e+14	554
1.70002e+14	515
1.70999e+14	544
1.71996e+14	496
1.72993e+14	518
1.7399e+14	501
1.74987e+14	511
1.75984e+14	521
1.76982e+14	543
1.77979e+14	573
1.78976e+14	543
1.79973e+14	584
1.8097e+14	536
1.81967e+14	578
1.82964e+14	566
1.83961e+14	552
1.84958e+14	543
1.85955e+14	485
1.86952e+14	580
1.87949e+14	571
1.88946e+14	531
1.89944e+14	545
1.90941e+14	533
1.91938e+14	552
1.92935e+14	554
1.93932e+14	518
1.94929e+14	561
1.95926e+14	514
1.96923e+14	539
1.9792e+14	530
1.98917e+14	565
1.99914e+14	546
2.00911e+14	541
2.01908e+14	553
2.02906e+14	587
2.03903e+14	509
2.049e+14	523
2.05897e+14	558
2.06894e+14	566
2.07891e+14	583
2.08888e+14	543
2.09885e+14	539
2.10882e+14	559
2.11879e+14	538
2.12876e+14	540
2.13873e+14	555
2.14871e+14	554
2.15868e+14	534
2.16865e+14	538
2.17862e+14	553
2.18859e+14	559
2.19856e+14	552
2.20853e+14	541
2.2185e+14	607
2.22847e+14	559
2.23844e+14	558
2.24841e+14	555
2.25838e+14	553
2.26835e+14	509
2.27833e+14	483
2.2883e+14	570
2.29827e+14	549
2.30824e+14	544
2.31821e+14	574
2.32818e+14	515
2.33815e+14	522
2.34812e+14	534
2.35809e+14	522
2.36806e+14	535
2.37803e+14	526
2.388e+14	508
2.39797e+14	563
2.40795e+14	549
2.41792e+14	546
2.42789e+14	585
2.43786e+14	547
2.44783e+14	555
2.4578e+14	538
2.46777e+14	528
2.47774e+14	510
2.48771e+14	527
2.49768e+14	536
2.50765e+14	548
2.51762e+14	530
2.5276e+14	573
2.53757e+14	516
2.54754e+14	511
2.55751e+14	500
2.56748e+14	555
2.57745e+14	530
2.58742e+14	522
2.59739e+14	535
2.60736e+14	588
2.61733e+14	536
2.6273e+14	511
2.63727e+14	583
2.64724e+14	536
2.65722e+14	552
2.66719e+14	534
2.67716e+14	557
2.68713e+14	565
2.6971e+14	575
2.70707e+14	547
2.71704e+14	507
2.72701e+14	613
2.73698e+14	586
2.74695e+14	521
2.75692e+14	580
2.76689e+14	554
2.77686e+14	548
2.78684e+14	572
2.79681e+14	556
2.80678e+14	531
2.81675e+14	527
2.82672e+14	547
2.83669e+14	575
2.84666e+14	540
2.85663e+14	506
2.8666e+14	515
2.87657e+14	617
2.88654e+14	522
2.89651e+14	590
2.90649e+14	517
2.91646e+14	556
2.92643e+14	585
2.9364e+14	531
2.94637e+14	528
2.95634e+14	535
2.96631e+14	596
2.97628e+14	515
2.98625e+14	494
2.99622e+14	570
