Time [seconds]	Counts
4.99517e+11	94
1.49855e+12	94
2.49759e+12	122
3.49662e+12	99
4.49565e+12	108
5.49469e+12	108
6.49372e+12	94
7.49276e+12	108
8.49179e+12	99
9.49082e+12	93
1.04899e+13	95
1.14889e+13	106
1.24879e+13	111
1.3487e+13	97
1.4486e+13	102
1.5485e+13	97
1.64841e+13	106
1.74831e+13	83
1.84821e+13	96
1.94812e+13	101
2.04802e+13	91
2.14792e+13	120
2.24783e+13	103
2.34773e+13	102
2.44763e+13	92
2.54754e+13	99
2.64744e+13	91
2.74734e+13	95
2.84725e+13	96
2.94715e+13	88
3.04705e+13	112
3.14696e+13	92
3.24686e+13	96
3.34676e+13	99
3.44667e+13	96
3.54657e+13	109
3.64647e+13	105
3.74638e+13	117
3.84628e+13	103
3.94618e+13	108
4.04609e+13	107
4.14599e+13	120
4.24589e+13	106
4.3458e+13	116
4.4457e+13	97
4.54561e+13	123
4.64551e+13	103
4.74541e+13	102
4.84532e+13	88
4.94522e+13	86
5.04512e+13	93
5.14503e+13	123
5.24493e+13	122
5.34483e+13	119
5.44474e+13	99
5.54464e+13	119
5.64454e+13	97
5.74445e+13	114
5.84435e+13	117
5.94425e+13	113
6.04416e+13	103
6.14406e+13	100
6.24396e+13	103
6.34387e+13	88
6.44377e+13	111
6.54367e+13	97
6.64358e+13	93
6.74348e+13	110
6.84338e+13	113
6.94329e+13	103
7.04319e+13	102
7.14309e+13	81
7.243e+13	91
7.3429e+13	100
7.4428e+13	88
7.54271e+13	111
7.64261e+13	96
7.74251e+13	105
7.84242e+13	112
7.94232e+13	94
8.04222e+13	96
8.14213e+13	106
8.24203e+13	107
8.34193e+13	97
8.44184e+13	115
8.54174e+13	94
8.64164e+13	93
8.74155e+13	89
8.84145e+13	99
8.94136e+13	93
9.04126e+13	86
9.14116e+13	116
9.24107e+13	99
9.34097e+13	105
9.44087e+13	108
9.54078e+13	112
9.64068e+13	102
9.74058e+13	115
9.84049e+13	106
9.94039e+13	114
1.00403e+14	96
1.01402e+14	89
1.02401e+14	99
1.034e+14	118
1.04399e+14	117
1.05398e+14	116
1.06397e+14	113
1.07396e+14	89
1.08395e+14	126
1.09394e+14	93
1.10393e+14	117
1.11392e+14	117
1.12391e+14	78
1.1339e+14	101
1.14389e+14	103
1.15388e+14	109
1.16387e+14	103
1.17387e+14	102
1.18386e+14	98
1.19385e+14	93
1.20384e+14	114
1.21383e+14	105
1.22382e+14	111
1.23381e+14	101
1.2438e+14	91
1.25379e+14	92
1.26378e+14	82
1.27377e+14	124
1.28376e+14	111
1.29375e+14	112
1.30374e+14	101
1.31373e+14	106
1.32372e+14	98
1.33371e+14	90
1.3437e+14	135
1.35369e+14	98
1.36368e+14	116
1.37367e+14	97
1.38366e+14	105
1.39365e+14	109
1.40364e+14	89
1.41363e+14	103
1.42362e+14	101
1.43361e+14	96
1.4436e+14	92
1.45359e+14	98
1.46358e+14	99
1.47358e+14	87
1.48357e+14	98
1.49356e+14	98
1.50355e+14	108
1.51354e+14	115
1.52353e+14	101
1.53352e+14	96
1.54351e+14	94
1.5535e+14	98
1.56349e+14	94
1.57348e+14	100
1.58347e+14	96
1.59346e+14	110
1.60345e+14	91
1.61344e+14	113
1.62343e+14	89
1.63342e+14	105
1.64341e+14	116
1.6534e+14	101
1.66339e+14	84
1.67338e+14	101
1.68337e+14	101
1.69336e+14	93
1.70335e+14	103
1.71334e+14	105
1.72333e+14	110
1.73332e+14	99
1.74331e+14	94
1.7533e+14	93
1.7633e+14	112
1.77329e+14	92
1.78328e+14	105
1.79327e+14	91
1.80326e+14	83
1.81325e+14	113
1.82324e+14	125
1.83323e+14	122
1.84322e+14	102
1.85321e+14	104
1.8632e+14	100
1.87319e+14	87
1.88318e+14	96
1.89317e+14	116
1.90316e+14	94
1.91315e+14	104
1.92314e+14	104
1.93313e+14	102
1.94312e+14	97
1.95311e+14	109
1.9631e+14	108
1.97309e+14	91
1.98308e+14	107
1.99307e+14	105
2.00306e+14	89
2.01305e+14	101
2.02304e+14	113
2.03303e+14	86
2.04302e+14	110
2.05302e+14	106
2.06301e+14	98
2.073e+14	110
2.08299e+14	109
2.09298e+14	102
2.10297e+14	102
2.11296e+14	107
2.12295e+14	113
2.13294e+14	107
2.14293e+14	114
2.15292e+14	93
2.16291e+14	115
2.1729e+14	109
2.18289e+14	117
2.19288e+14	111
2.20287e+14	94
2.21286e+14	100
2.22285e+14	94
2.23284e+14	85
2.24283e+14	111
2.25282e+14	95
2.26281e+14	105
2.2728e+14	98
2.28279e+14	95
2.29278e+14	113
2.30277e+14	103
2.31276e+14	86
2.32275e+14	79
2.33274e+14	110
2.34273e+14	97
2.35273e+14	96
2.36272e+14	126
2.37271e+14	81
2.3827e+14	84
2.39269e+14	85
2.40268e+14	116
2.41267e+14	94
2.42266e+14	106
2.43265e+14	109
2.44264e+14	109
2.45263e+14	95
2.46262e+14	96
2.47261e+14	100
2.4826e+14	104
2.49259e+14	110
2.50258e+14	92
2.51257e+14	109
2.52256e+14	104
2.53255e+14	117
2.54254e+14	93
2.55253e+14	106
2.56252e+14	102
2.57251e+14	97
2.5825e+14	111
2.59249e+14	112
2.60248e+14	106
2.61247e+14	96
2.62246e+14	111
2.63245e+14	96
2.64245e+14	105
2.65244e+14	114
2.66243e+14	94
2.67242e+14	107
2.68241e+14	91
2.6924e+14	91
2.70239e+14	122
2.71238e+14	100
2.72237e+14	85
2.73236e+14	111
2.74235e+14	105
2.75234e+14	102
2.76233e+14	93
2.77232e+14	87
2.78231e+14	105
2.7923e+14	107
2.80229e+14	88
2.81228e+14	96
2.82227e+14	87
2.83226e+14	104
2.84225e+14	115
2.85224e+14	112
2.86223e+14	110
2.87222e+14	66
2.88221e+14	97
2.8922e+14	97
2.90219e+14	91
2.91218e+14	82
2.92217e+14	115
2.93217e+14	92
2.94216e+14	84
2.95215e+14	98
2.96214e+14	112
2.97213e+14	105
2.98212e+14	96
2.99211e+14	98
3.0021e+14	117
3.01209e+14	106
3.02208e+14	90
3.03207e+14	111
3.04206e+14	108
3.05205e+14	83
3.06204e+14	85
3.07203e+14	98
3.08202e+14	108
