Time [seconds]	Counts
4.98557e+11	3002
1.49567e+12	3033
2.49278e+12	3014
3.4899e+12	2945
4.48701e+12	3101
5.48412e+12	2963
6.48123e+12	2993
7.47835e+12	3083
8.47546e+12	2987
9.47257e+12	3119
1.04697e+13	3064
1.14668e+13	2931
1.24639e+13	2883
1.3461e+13	3094
1.44581e+13	3026
1.54553e+13	3000
1.64524e+13	3045
1.74495e+13	2987
1.84466e+13	3057
1.94437e+13	3070
2.04408e+13	3029
2.14379e+13	3002
2.2435e+13	2933
2.34322e+13	2904
2.44293e+13	2979
2.54264e+13	2930
2.64235e+13	3117
2.74206e+13	2951
2.84177e+13	3083
2.94148e+13	3049
3.04119e+13	2916
3.14091e+13	2978
3.24062e+13	2945
3.34033e+13	3068
3.44004e+13	2925
3.53975e+13	3029
3.63946e+13	3030
3.73917e+13	3008
3.83889e+13	3013
3.9386e+13	2999
4.03831e+13	3029
4.13802e+13	2925
4.23773e+13	2936
4.33744e+13	3074
4.43715e+13	3091
4.53686e+13	2953
4.63658e+13	2931
4.73629e+13	2913
4.836e+13	3016
4.93571e+13	2988
5.03542e+13	2953
5.13513e+13	3078
5.23484e+13	2957
5.33455e+13	2960
5.43427e+13	3072
5.53398e+13	3037
5.63369e+13	2955
5.7334e+13	2962
5.83311e+13	3072
5.93282e+13	3039
6.03253e+13	3018
6.13225e+13	3023
6.23196e+13	3036
6.33167e+13	3041
6.43138e+13	2986
6.53109e+13	2952
6.6308e+13	3077
6.73051e+13	2940
6.83022e+13	3009
6.92994e+13	2992
7.02965e+13	3048
7.12936e+13	2918
7.22907e+13	2943
7.32878e+13	3047
7.42849e+13	3050
7.5282e+13	3034
7.62791e+13	3093
7.72763e+13	2953
7.82734e+13	3001
7.92705e+13	2902
8.02676e+13	3013
8.12647e+13	2999
8.22618e+13	2989
8.32589e+13	2927
8.42561e+13	2930
8.52532e+13	2955
8.62503e+13	2961
8.72474e+13	2989
8.82445e+13	2975
8.92416e+13	3042
9.02387e+13	3017
9.12358e+13	3039
9.2233e+13	3018
9.32301e+13	3033
9.42272e+13	2972
9.52243e+13	3063
9.62214e+13	2982
9.72185e+13	2868
9.82156e+13	2956
9.92127e+13	2987
1.0021e+14	2939
1.01207e+14	3018
1.02204e+14	3026
1.03201e+14	3036
1.04198e+14	2960
1.05195e+14	2960
1.06193e+14	2972
1.0719e+14	2939
1.08187e+14	3047
1.09184e+14	2995
1.10181e+14	2997
1.11178e+14	2940
1.12175e+14	3010
1.13172e+14	3055
1.14169e+14	3082
1.15167e+14	2925
1.16164e+14	2953
1.17161e+14	3038
1.18158e+14	3034
1.19155e+14	3055
1.20152e+14	3057
1.21149e+14	2993
1.22146e+14	2968
1.23143e+14	2991
1.24141e+14	2985
1.25138e+14	3088
1.26135e+14	3009
1.27132e+14	3002
1.28129e+14	2966
1.29126e+14	3130
1.30123e+14	2925
1.3112e+14	3029
1.32117e+14	3015
1.33115e+14	2974
1.34112e+14	3048
1.35109e+14	3036
1.36106e+14	3040
1.37103e+14	2910
1.381e+14	2966
1.39097e+14	2966
1.40094e+14	3061
1.41092e+14	3005
1.42089e+14	2963
1.43086e+14	2954
1.44083e+14	3004
1.4508e+14	3112
1.46077e+14	3043
1.47074e+14	3123
1.48071e+14	2997
1.49068e+14	2983
1.50066e+14	2970
1.51063e+14	3005
1.5206e+14	3068
1.53057e+14	3023
1.54054e+14	2963
1.55051e+14	3060
1.56048e+14	3032
1.57045e+14	2910
1.58042e+14	3016
1.5904e+14	3024
1.60037e+14	3050
1.61034e+14	2941
1.62031e+14	2992
1.63028e+14	2954
1.64025e+14	2981
1.65022e+14	2992
1.66019e+14	2972
1.67016e+14	3000
1.68014e+14	2917
1.69011e+14	3063
1.70008e+14	3058
1.71005e+14	2896
1.72002e+14	2896
1.72999e+14	3105
1.73996e+14	3019
1.74993e+14	3114
1.7599e+14	2960
1.76988e+14	2987
1.77985e+14	3109
1.78982e+14	3038
1.79979e+14	2881
1.80976e+14	2975
1.81973e+14	3056
1.8297e+14	2958
1.83967e+14	3070
1.84964e+14	2978
1.85962e+14	2989
1.86959e+14	3001
1.87956e+14	3001
1.88953e+14	2979
1.8995e+14	2994
1.90947e+14	2937
1.91944e+14	3023
1.92941e+14	2941
1.93938e+14	3015
1.94936e+14	2951
1.95933e+14	3026
1.9693e+14	3090
1.97927e+14	2985
1.98924e+14	2956
1.99921e+14	3005
2.00918e+14	3023
2.01915e+14	3038
2.02913e+14	2907
2.0391e+14	2919
2.04907e+14	2922
2.05904e+14	3104
2.06901e+14	3024
2.07898e+14	2912
2.08895e+14	2991
2.09892e+14	3046
2.10889e+14	3036
2.11887e+14	2988
