Time [seconds]	Counts
4.98505e+11	131
1.49552e+12	126
2.49253e+12	120
3.48954e+12	122
4.48655e+12	120
5.48356e+12	134
6.48057e+12	121
7.47758e+12	130
8.47459e+12	132
9.4716e+12	122
1.04686e+13	127
1.14656e+13	123
1.24626e+13	112
1.34596e+13	128
1.44567e+13	109
1.54537e+13	114
1.64507e+13	115
1.74477e+13	139
1.84447e+13	121
1.94417e+13	125
2.04387e+13	133
2.14357e+13	108
2.24327e+13	108
2.34297e+13	125
2.44268e+13	125
2.54238e+13	131
2.64208e+13	126
2.74178e+13	114
2.84148e+13	111
2.94118e+13	107
3.04088e+13	115
3.14058e+13	118
3.24028e+13	112
3.33998e+13	127
3.43969e+13	129
3.53939e+13	111
3.63909e+13	128
3.73879e+13	103
3.83849e+13	133
3.93819e+13	124
4.03789e+13	139
4.13759e+13	127
4.23729e+13	133
4.337e+13	139
4.4367e+13	127
4.5364e+13	135
4.6361e+13	118
4.7358e+13	134
4.8355e+13	119
4.9352e+13	133
5.0349e+13	111
5.1346e+13	127
5.2343e+13	108
5.33401e+13	116
5.43371e+13	133
5.53341e+13	127
5.63311e+13	122
5.73281e+13	117
5.83251e+13	106
5.93221e+13	120
6.03191e+13	103
6.13161e+13	121
6.23132e+13	138
6.33102e+13	144
6.43072e+13	118
6.53042e+13	120
6.63012e+13	112
6.72982e+13	112
6.82952e+13	107
6.92922e+13	121
7.02892e+13	138
7.12862e+13	109
7.22833e+13	113
7.32803e+13	122
7.42773e+13	124
7.52743e+13	118
7.62713e+13	115
7.72683e+13	107
7.82653e+13	117
7.92623e+13	124
8.02593e+13	124
8.12563e+13	134
8.22534e+13	124
8.32504e+13	133
8.42474e+13	121
8.52444e+13	120
8.62414e+13	102
8.72384e+13	113
8.82354e+13	119
8.92324e+13	126
9.02294e+13	120
9.12264e+13	128
9.22235e+13	91
9.32205e+13	122
9.42175e+13	121
9.52145e+13	122
9.62115e+13	132
9.72085e+13	141
9.82055e+13	130
9.92025e+13	119
1.002e+14	106
1.01197e+14	115
1.02194e+14	123
1.03191e+14	119
1.04188e+14	100
1.05185e+14	108
1.06182e+14	150
1.07179e+14	127
1.08176e+14	118
1.09173e+14	110
1.1017e+14	97
1.11167e+14	149
1.12164e+14	119
1.13161e+14	134
1.14158e+14	114
1.15155e+14	111
1.16152e+14	121
1.17149e+14	118
1.18146e+14	117
1.19143e+14	114
1.2014e+14	110
1.21137e+14	127
1.22134e+14	115
1.23131e+14	124
1.24128e+14	131
1.25125e+14	97
1.26122e+14	120
1.27119e+14	108
1.28116e+14	126
1.29113e+14	122
1.3011e+14	108
1.31107e+14	118
1.32104e+14	118
1.33101e+14	127
1.34098e+14	135
1.35095e+14	103
1.36092e+14	123
1.37089e+14	102
1.38086e+14	106
1.39083e+14	150
1.4008e+14	106
1.41077e+14	120
1.42074e+14	123
1.43071e+14	136
1.44068e+14	110
1.45065e+14	138
1.46062e+14	128
1.47059e+14	133
1.48056e+14	125
1.49053e+14	123
1.5005e+14	112
1.51047e+14	134
1.52044e+14	114
1.53041e+14	139
1.54038e+14	113
1.55035e+14	142
1.56032e+14	104
1.57029e+14	149
1.58026e+14	134
1.59023e+14	135
1.6002e+14	114
1.61017e+14	104
1.62014e+14	118
1.63011e+14	140
1.64008e+14	103
1.65005e+14	122
1.66002e+14	117
1.66999e+14	117
1.67996e+14	122
1.68993e+14	121
1.6999e+14	137
1.70987e+14	118
1.71984e+14	141
