Time [seconds]	Counts
4.98531e+11	227
1.49559e+12	236
2.49266e+12	216
3.48972e+12	231
4.48678e+12	246
5.48384e+12	247
6.48091e+12	202
7.47797e+12	270
8.47503e+12	247
9.47209e+12	259
1.04692e+13	250
1.14662e+13	262
1.24633e+13	218
1.34603e+13	272
1.44574e+13	256
1.54545e+13	210
1.64515e+13	236
1.74486e+13	224
1.84457e+13	276
1.94427e+13	232
2.04398e+13	231
2.14368e+13	218
2.24339e+13	201
2.3431e+13	249
2.4428e+13	239
2.54251e+13	264
2.64222e+13	231
2.74192e+13	223
2.84163e+13	249
2.94133e+13	241
3.04104e+13	240
3.14075e+13	251
3.24045e+13	234
3.34016e+13	249
3.43987e+13	232
3.53957e+13	220
3.63928e+13	218
3.73898e+13	227
3.83869e+13	237
3.9384e+13	233
4.0381e+13	239
4.13781e+13	246
4.23752e+13	197
4.33722e+13	231
4.43693e+13	215
4.53663e+13	244
4.63634e+13	269
4.73605e+13	249
4.83575e+13	244
4.93546e+13	234
5.03517e+13	215
5.13487e+13	253
5.23458e+13	229
5.33428e+13	209
5.43399e+13	226
5.5337e+13	243
5.6334e+13	253
5.73311e+13	234
5.83282e+13	228
5.93252e+13	248
6.03223e+13	249
6.13193e+13	229
6.23164e+13	242
6.33135e+13	240
6.43105e+13	249
6.53076e+13	249
6.63047e+13	251
6.73017e+13	259
6.82988e+13	256
6.92958e+13	225
7.02929e+13	224
7.129e+13	226
7.2287e+13	217
7.32841e+13	216
7.42811e+13	224
7.52782e+13	238
7.62753e+13	244
7.72723e+13	209
7.82694e+13	252
7.92665e+13	244
8.02635e+13	243
8.12606e+13	229
8.22576e+13	247
8.32547e+13	241
8.42518e+13	229
8.52488e+13	220
8.62459e+13	247
8.7243e+13	259
8.824e+13	227
8.92371e+13	241
9.02342e+13	252
9.12312e+13	215
9.22283e+13	254
9.32253e+13	202
9.42224e+13	257
9.52195e+13	237
9.62165e+13	239
9.72136e+13	210
9.82107e+13	237
9.92077e+13	217
1.00205e+14	253
1.01202e+14	258
1.02199e+14	269
1.03196e+14	232
1.04193e+14	228
1.0519e+14	215
1.06187e+14	233
1.07184e+14	214
1.08181e+14	250
1.09178e+14	218
1.10175e+14	247
1.11172e+14	225
1.1217e+14	234
1.13167e+14	225
1.14164e+14	241
1.15161e+14	257
1.16158e+14	232
1.17155e+14	225
1.18152e+14	253
1.19149e+14	278
1.20146e+14	237
1.21143e+14	207
1.2214e+14	260
1.23137e+14	223
1.24134e+14	238
1.25131e+14	237
1.26128e+14	220
1.27125e+14	207
1.28123e+14	213
1.2912e+14	242
1.30117e+14	234
1.31114e+14	204
1.32111e+14	237
1.33108e+14	274
1.34105e+14	262
1.35102e+14	246
1.36099e+14	226
1.37096e+14	199
1.38093e+14	239
1.3909e+14	233
1.40087e+14	225
1.41084e+14	239
1.42081e+14	233
1.43078e+14	237
1.44076e+14	236
1.45073e+14	229
1.4607e+14	239
1.47067e+14	257
1.48064e+14	189
1.49061e+14	270
1.50058e+14	240
1.51055e+14	259
1.52052e+14	230
1.53049e+14	211
1.54046e+14	244
1.55043e+14	245
1.5604e+14	219
1.57037e+14	243
1.58034e+14	232
1.59031e+14	240
1.60029e+14	237
1.61026e+14	236
1.62023e+14	196
1.6302e+14	242
1.64017e+14	246
1.65014e+14	229
1.66011e+14	256
1.67008e+14	255
1.68005e+14	245
1.69002e+14	232
1.69999e+14	255
1.70996e+14	229
1.71993e+14	251
1.7299e+14	215
1.73987e+14	243
1.74984e+14	242
1.75982e+14	255
1.76979e+14	258
1.77976e+14	227
1.78973e+14	238
1.7997e+14	217
1.80967e+14	232
1.81964e+14	222
1.82961e+14	225
1.83958e+14	245
1.84955e+14	208
1.85952e+14	231
1.86949e+14	208
1.87946e+14	242
1.88943e+14	240
1.8994e+14	264
1.90937e+14	265
1.91935e+14	247
1.92932e+14	259
1.93929e+14	225
1.94926e+14	233
1.95923e+14	245
1.9692e+14	234
1.97917e+14	240
1.98914e+14	263
1.99911e+14	223
2.00908e+14	244
2.01905e+14	229
2.02902e+14	229
